CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS,leitos
2084236,3530602084236,35,353060,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,CENTRO ESP EM REABILITACAO DR ARNALDO PEZZUTI CAVALCANTI MOG,,,E,,,E ,ESTADUAL,3,5,8751001,RODOVIA ENGENHEIRO CANDIDO DO REGO CHAVES,S/N,JUNDIAPEBA,(11) 4723-9922,-23.52273601,-46.19660854,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500001832.0,cerapc-dirtecnica@saude.sp.gov.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,76
2084287,3522602084287,35,352260,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAPIRA,SANTA CASA DE MISERICORDIA DE ITAPIRA,,,M,,,M ,MUNICIPAL,4,5,13974347,CORONEL SOUZA FERREIRA,45,SANTA CRUZ,19 38439300,-22.43598127,-46.82682037,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",49911985000104.0,contabil@santacasaitapira.com.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,40
2084309,3557102084309,35,355710,,UNIMED SAO JOSE DO RIO PRETO COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED RIO PRETO,,,M,,,M ,MUNICIPAL,4,5,15505160,RUA SERGIPE,3260,VILA SAO VICENTE,(17)34059100,-20.42345359,-49.97178555,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45100138003035.0,dchiaparini@unimedriopreto.com.br,2143,1.0,0.0,0.0,1.0,1,1,,NAO,22
2084325,3509502084325,35,350950,,HOSPITAL CENTRO DO CORACAO LTDA,HOSPITAL CENTRO DO CORACAO,,,M,,,M ,MUNICIPAL,4,5,13035420,RUA SAO CARLOS,369,VIL INDUSTRIAL,(19) 32727000,-22.91473735,-47.06475352,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",7034709000157.0,ccor@terra.com.br,2305,0.0,0.0,0.0,0.0,1,1,6.0,NAO,0
2084333,3550302084333,35,355030,,IGESP SA CENTRO MEDICO E CIRURGICO INST GASTROENT DE SP,IGESP PAULISTA,,,M,,,M ,MUNICIPAL,4,5,1331010,SILVIA,276,BELA VISTA,,-23.2681564,-46.7329013,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61442190000191.0,mara@hospitaligesp.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,220
2084341,3550302084341,35,355030,,CME CONSULTORIA MEDICA EMPRESARIAL,HOSP STA MAGGIORE BELA VISTA,,,M,,,M ,MUNICIPAL,4,5,1321010,RUA HUMAITA,409,BELA VISTA,(11)31078042,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",71892178000132.0,,2305,1.0,0.0,0.0,1.0,1,1,10.0,NAO,0
2084368,3550302084368,35,355030,,HAPVIDA NOTRE DAME INTERMEDICA SAUDE S A,HOSPITAL NOSSA SENHORA DO ROSARIO,,,M,,,M ,MUNICIPAL,4,5,2122080,RUA DOUTOR EDSON DE MELO,357,VILA MARIA ALTA,1131552072,-23.5128784,-46.5829804,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44649812007140.0,t_marcio.anequine@hapvida.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,59
2084376,3550302084376,35,355030,,AMICO SAUDE LTDA,HOSPITAL PAULISTANO,,,M,,,M ,MUNICIPAL,4,5,1321001,RUA MARTINIANO DE CARVALHO,741,BELA VISTA,(11) 3016-1000,-23.56080081,-46.64127588,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51722957015708.0,legalizacaobr@amil.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,165
2084406,3550302084406,35,355030,,FUNDACAO NELSON LIBERO CASA DE SAUDE D PEDRO II,CASA DE SAUDE D PEDRO II,,,M,,,M ,MUNICIPAL,4,5,3102000,RUA DA FIGUEIRA,831,MOOCA,(11)33466500,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61632857000119.0,dompedrohosp.mat@uol.com.br,3000,1.0,1.0,1.0,1.0,1,1,4.0,NAO,0
2084414,3543402084414,35,354340,,SOCIEDADE BENEF HOSPITALAR STA CASA DE MIS DE RIB PRETO,SANTA CASA DE RIBEIRAO PRETO,,,M,,,M ,MUNICIPAL,3,5,14085000,SAUDADE,456,CAMPOS ELISEOS,(16)3605 0606,-21.1680807,-47.8055556,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",55989784000114.0,stacasarp@netsite.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,229
2084422,3550402084422,35,355040,,HOSPITAL BENEFICIENTE SAO LUCAS DE SAO PEDRO,SANTA CASA DE SAO PEDRO,,,M,,,M ,MUNICIPAL,4,5,13520005,RUA MALAQUIAS GUERRA,254,VILA OLINDA,(19) 3481.92.68,-22.5453593,-47.91414499,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",70914171000101.0,administracao@hbslsp.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,60
2084430,3512202084430,35,351220,61986402000100.0,ASSOCIACAO FILHAS DE SAO CAMILO,HOSPITAL E MATERNIDADE MADRE VANNINI,,,M,,,M ,MUNICIPAL,4,5,13835033,DAS ANGELICAS,730,CENTRO,19 3866-8585,-22.33763198,-47.17413962,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61986402001416.0,,3999,1.0,1.0,1.0,1.0,1,1,,SIM,27
2084473,3550302084473,35,355030,46392130000380.0,SECRETARIA MUNICIPAL DA SAUDE,HOSP MUN IGNACIO PROENCA DE GOUVEA,,,M,,,M ,MUNICIPAL,4,5,3124020,JUVENTUS,562,PARQUE DA MOOCA,1151780000,-23.57169692,-46.59009933,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46392148000977.0,lucianodossantos@PREFEITURA.SP.GOV.BR,1031,1.0,1.0,1.0,1.0,1,1,,SIM,90
2084902,3549102084902,35,354910,,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MEDICO,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MEDICO,,,M,,,M ,MUNICIPAL,4,5,13874423,ORLANDO FRACARI,730,JARDIM RECANTO DO BO,19 36342000,-21.96728865,-46.76376463,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",53678264000246.0,FISCAL@UNIMEDLESTEPAULISTA.COM.BR,2143,1.0,1.0,0.0,1.0,1,1,,SIM,67
2085194,3524402085194,35,352440,,ASSOCIACAO CASA FONTE DA VIDA,HOSPITAL SAO FRANCISCO DE ASSIS,,,M,,,M ,MUNICIPAL,4,5,12311200,RUA ERNESTO DUARTE,70,PARQUE CALIFORNIA,(12)3954 2400,-23.2829523,-45.9393028,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50460351000153.0,hsfa@hospitalsaofranciso.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,113
2086336,3528502086336,35,352850,,ASSOCIACAO BENEFICENTE NOSSA SENHORA DO DESTERRO,HOSPITAL INFANTIL MENINO JESUS,,,M,,,M ,MUNICIPAL,4,5,7600249,RUA CORONEL OTAVIO AZEREDO,103,CENTRO,1144194422,-23.3196656,-46.59054755,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51979417000189.0,faturamentohospital@gmail.com,3999,0.0,0.0,0.0,1.0,1,1,,SIM,1
2086719,3525502086719,35,352550,,SANTA CASA DE MISERICORDIA DE JOANOPOLIS,SANTA CASA DE MISERICORDIA DE JOANOPOLIS,,,M,,,M ,MUNICIPAL,4,5,12980000,RUA FRANCISCO WOLHERS,57,CENTRO,(11)4539-93-33,-22.9303322,-46.2728892,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50850353000159.0,,3999,0.0,0.0,0.0,0.0,1,1,,SIM,10
2087057,3538702087057,35,353870,,ASSOCIACAO DOS FORNECEDORES DE CANA DE PIRACICABA,HOSPITAL DOS FORNECEDORES DE CANA DE PIRACICABA,,,M,,,M ,MUNICIPAL,4,5,13405233,BARAO DE VALENCA,716,VILA REZENDE,19 34281242,-22.71216712,-47.65767734,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",54384631000261.0,SECRETARIA.ADM@HFCP.COM.BR,3999,1.0,1.0,1.0,1.0,1,1,,SIM,207
2087103,3526902087103,35,352690,,SOCIEDADE OPERARIA HUMANITARIA,SOCIEDADE OPERARIA HUMANITARIA LIMEIRA,,,M,,,M ,MUNICIPAL,4,5,13484400,RUA ANTONIA VALVERDE CRUANES,70,JARDIM NOVA ITALIA,(19) 3446 7700,-22.55954812,-47.41978168,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51469187000108.0,irene@humanitaria.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,49
2087111,3527202087111,35,352720,,IRMANDADE DA SANTA CASA DE MISERICORDIA LORENA,IRMANDADE DA SANTA CASA DE MISERICORDIA LORENA,,,M,,,M ,MUNICIPAL,4,5,12600100,RUA DOM BOSCO,562,CENTRO,(12)31593344,-22.73397466,-45.11975527,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51779304000130.0,TI@SANTACASALORENA.ORG.BR,3999,1.0,1.0,1.0,1.0,1,1,,SIM,120
2087219,3509602087219,35,350960,45780095000141.0,PREFEITURA MUNICIPAL DE CAMPO LIMPO PAULISTA,HOSPITAL DE CLINICAS CAMPO LIMPO PAULISTA,,,M,,,M ,MUNICIPAL,4,5,13232005,AVENIDA ALFRIED KRUPP,1200,JARDIM EUROPA,11 4039-1021,-23.20939185,-46.77725315,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,diretoria@hcclprosaude.org.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,44
2087324,3537602087324,35,353760,46578514000120.0,PREFEITURA MUNICIPAL DA ESTANCIA BALNEARIA DE PERUIBE,UNIDADE HOSPITALAR DE PERUIBE,,,M,,,M ,MUNICIPAL,4,5,11750000,RUA ALFREDO GOMES,46,CENTRO,(13)34513044,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,saude-peruibe@peruibe.sp.gov.b,1031,1.0,1.0,1.0,1.0,1,1,1.0,SIM,0
2087618,3557002087618,35,355700,46634051000176.0,PREFEITURA MUNICIPAL DE VOTORANTIM,HOSPITAL MUNICIPAL DE VOTORANTIM,,,M,,,M ,MUNICIPAL,4,5,18110020,R JOAO WALTER,181,CENTRO,(15) 33539300,-23.54451396,-47.44960785,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,faturamentosesa@votorantim.sp.gov.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,56
2087715,3519072087715,35,351907,67995027000132.0,PREFEITURA MUNICIPAL DE HORTOLANDIA,HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS,,,M,,,M ,MUNICIPAL,4,5,13186482,RUA OSVALDO RIBEIRO CARRILHO,10,JAD MIRANTE DE SUMAR,(19)38095100,-22.85855901,-47.22129822,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,67
2087804,3522102087804,35,352210,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE,HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM,,,E,,,E ,ESTADUAL,4,5,11740056,AVENIDA RUI BARBOSA,541,CENTRO,13 3421-4343,-24.186121,-46.790991,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500028366.0,ccatena@saude.sp.gov.br,1023,1.0,1.0,0.0,1.0,1,1,,SIM,129
2088193,3530802088193,35,353080,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MOGI MIRIM,IRMANDADE DA STA CASA DE MISERICORD DE MOGI MIRIM MOGI MIRIM,,,M,,,M ,MUNICIPAL,4,5,13800200,MAESTRO AZEVEDO,124,CENTRO,,-22.437699,-46.959452,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52775392000164.0,,3999,1.0,1.0,1.0,1.0,1,1,,SIM,64
2088487,3533502088487,35,353350,,IRMANDADE SAO JOSE DE NOVO HORIZONTE,SANTA CASA DE NOVO HORIZONTE,,,M,,,M ,MUNICIPAL,4,5,14960154,RUA 28 DE OUTUBRO,1202,VILA PATI,(17)35421020,-21.4663887,-49.22591686,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",53174827000188.0,faturamento@santacasanh.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,62
2088525,3529702088525,35,352970,,SANTA CASA DE MISERICORDIA DE MIGUELOPOLIS,SANTA CASA DE MIGUELOPOLIS,,,M,,,M ,MUNICIPAL,4,5,14530000,JOSE JACOB DAUR,925,CENTRO,,-20.18348203,-48.02864492,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52343829000190.0,,3999,1.0,1.0,1.0,1.0,1,1,,SIM,56
2088576,3550302088576,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL DE TRANSP DO EST DE SP EURYCLIDES DE JESUS ZERBINI,,,E,,,E ,ESTADUAL,3,5,1401901,AV BRIGADEIRO LUIZ ANTONIO,2651,JARDIM PAULISTA,(11) 3170-6329,-23.561603,-46.688405,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500011471.0,secretaria.diretoria@htejz.spdm.org.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,150
2089130,3550302089130,35,355030,,HOSPITAL E MATERNIDADE ARABE BRASILEIRO SC LTDA,HOSP MAT ARABE BRASILEIRO,,,M,,,M ,MUNICIPAL,4,5,4321000,RUA DOS BURITIS,180,JABAQUARA,(11)50118145,,,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",2703257000135.0,,2000,0.0,0.0,0.0,0.0,1,1,4.0,NAO,0
2089238,3550302089238,35,355030,,HOSPITAL ALVORADA TAGUATINGA LTDA,HOSPITAL ALVORADA MOEMA,,,M,,,M ,MUNICIPAL,4,5,4028001,AVENIDA IBIRAPUERA,1942,INDIANOPOLIS,(11) 3375-3258,-23.60158053,-46.66059851,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",8100676000592.0,renata.filomeno@uhgbrasil.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,127
2089327,3511102089327,35,351110,,FUNDACAO PADRE ALBINO,HOSPITAL PADRE ALBINO CATANDUVA,,,E,,,E ,ESTADUAL,5,5,15800280,RUA BELEM,519,CENTRO,(17)33113000,-21.141027,-48.975857,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47074851000819.0,administracaohpa@padrealbino.com.br,3069,1.0,1.0,1.0,1.0,1,1,,SIM,164
2089335,3511102089335,35,351110,,FUNDACAO PADRE ALBINO,HOSP ESCOLA EMILIO CARLOS CATANDUVA,,,E,,,E ,ESTADUAL,5,5,15809144,RUA DOS ESTUDANTES,225,PRQ IRACEMA,(17)3311-3200,-21.149379,-48.958702,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47074851000908.0,administracaohec@padrealbino.com.br,3069,1.0,0.0,0.0,1.0,1,1,,SIM,164
2089416,3550302089416,35,355030,,SAUDE ABC SERVICOS MEDICO HOSPITALARES LTDA,HOSP EVALDO FOZ,,,M,,,M ,MUNICIPAL,4,5,4603904,AVN VEREADOR JOSE DINIZ,3505,CAMPO BELO,(11)55330344,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",4178490000171.0,antonietto@interclinicas.com.b,2000,1.0,0.0,0.0,1.0,1,1,4.0,NAO,0
2089483,3550302089483,35,355030,,CENTRO MEDICO ESPECIALIZADO S C LTDA,HOSPITAL E MATERNIDADE SAO RAFAEL SP,,,M,,,M ,MUNICIPAL,4,5,4011032,ECA DE QUEIROZ,391,VILA MARIANA,11 59085400,-23.57965208,-46.64455891,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50958990000143.0,s.financeiro@hsaorafael.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,53
2089548,3539502089548,35,353950,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PITANGUEIRAS,SANTA CASA DE PITANGUEIRAS,,,M,,,M ,MUNICIPAL,4,5,14750107,RUA IGUACU,510,CENTRO,(16)39521314,-21.01316275,-48.2155882,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",54931795000180.0,gerencia@scpitangueiras.com.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,28
2089556,3550302089556,35,355030,,SIM SERVICO IBIRAPUERA DE MEDICINA SC,HOSP MAT STA MARTA,,,M,,,M ,MUNICIPAL,4,5,4750000,RUA DR ANTONIO BENTO,104,SANTO AMARO,(11)2467044,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",57032518000124.0,,2062,1.0,1.0,1.0,1.0,1,1,4.0,NAO,0
2089564,3550302089564,35,355030,,HOSPITAL E MATERNIDADE 8 DE MAIO LTDA,HOSP MAT 8 DE MAIO,,,M,,,M ,MUNICIPAL,4,5,8140020,RUA RAFAEL MONTEIRO VALEIRO,18,ITAIM PAULISTA,(11)65610908,-23.5007389,-46.3994955,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",58404005000160.0,hospitaloitodemaio@terra.com.b,2062,1.0,1.0,1.0,1.0,1,1,,NAO,17
2089580,3550302089580,35,355030,,HOSPITAL SANTA PAULA S A,HOSPITAL SANTA PAULA,,,M,,,M ,MUNICIPAL,4,5,4556100,AVENIDA SANTO AMARO,2468,VILA OLIMPIA,11 30408008,-23.604776,-46.67513,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60777901000116.0,SANTAPAULA@SANTAPAULA.COM.BR,2054,0.0,0.0,0.0,0.0,1,1,8.0,NAO,0
2089599,3550302089599,35,355030,,REDE DOR SAO LUIZ S A,HOSPITAL SAO LUIZ JABAQUARA,,,M,,,M ,MUNICIPAL,4,5,4321120,RUA DAS PEROBAS,344,JABAQUARA,(11) 5018-4000,-23.6436999,-46.6428989,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",6047087003820.0,licenciamentosp@rededor.com.br,2046,1.0,0.0,0.0,1.0,1,1,,NAO,159
2089602,3550302089602,35,355030,,SERV SOCIAL DA IND DO PAPEL PAPELAO E CORT DO ESTADO DE SP,HOSPITAL SEPACO,,,M,,,M ,MUNICIPAL,3,5,4102900,VERGUEIRO,4210,VILA MARIANA,,-23.59508166,-46.62747055,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60961422000155.0,,3999,1.0,1.0,0.0,1.0,1,1,,NAO,160
2089610,3550302089610,35,355030,,FUNDACAO INST DE MOLESTIAS DO APARELHO DIGEST E DA NUTRICAO,HOSP EDMUNDO VASCONCELOS,,,M,,,M ,MUNICIPAL,4,5,4038905,RUA BORGES LAGOA,1450,VIL CLEMENTINO,(11) 5080 4151,-23.59588541,-46.65223002,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61062212000198.0,ditetoria@hev.com.br,3069,1.0,0.0,0.0,1.0,1,1,,SIM,169
2089645,3550302089645,35,355030,,ITAL SERVICOS MEDICOS ESPECIALIZADOS LTDA,HOSP SAO CARLOS,,,M,,,M ,MUNICIPAL,4,5,3514000,RUA JOAQUIM MARRA,138,VILA MATILDE,11 2652-2210,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",4169684000100.0,babis1020@gmail.com,2062,1.0,0.0,0.0,1.0,1,1,8.0,NAO,0
2089653,3550302089653,35,355030,,AMICO SAUDE LTDA,UNIDADE AVANCADA LUZ BUTANTA,,,M,,,M ,MUNICIPAL,4,5,5513000,AV PROFESSOR FRANCISCO MORATO,719,BUTANTA,(11)30942300,-23.578184,-46.7081152,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51722957015376.0,legalizacaobr@amil.com.br,2054,0.0,0.0,0.0,0.0,1,0,,NAO,82
2089661,3550302089661,35,355030,,HOSPITAL PS NOVA IGUATEMI SC LTDA,HOSP PS NOVA IGUATEMI,,,M,,,M ,MUNICIPAL,4,5,8375000,AVENIDA RAGUEB CHOHFI,3315,SAO MATEUS,(11) 2731-6732,-23.5944957,-46.4475548,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",62458369000108.0,,2240,1.0,1.0,1.0,1.0,1,1,,NAO,8
2089777,3550302089777,35,355030,,BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO,HOSPITAL NIPO BRASILEIRO,,,M,,,M ,MUNICIPAL,4,5,2189000,RUA PISTOIA,100,PARQUE NOVO MUNDO,(11)26332200,-23.5080145,-46.5686215,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60992427000650.0,ed.carlos@hospitalnipo.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,145
2090333,3511402090333,35,351140,,SANTA CASA DE MISERICORDIA DE CERQUEIRA CESAR,SANTA CASA DE CERQUEIRA CESAR,,,M,,,M ,MUNICIPAL,4,5,18760370,MAJOR ARTUR ESTEVES,700,CENTRO,14 37141711,-23.03921876,-49.16162968,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47235130000177.0,recursos@santacasacerqueiracesar.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,29
2090724,3521702090724,35,352170,,ASSOCIACAO BENEFICENTE DE ITABERA,SANTA CASA ITABERA,,,M,,,M ,MUNICIPAL,4,5,18440000,RUA 23 DE MAIO,385,CENTRO,(15)35621099,-23.85751326,-49.13264036,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",2787634000161.0,,3999,1.0,1.0,1.0,1.0,1,1,8.0,SIM,0
2090929,3528602090929,35,352860,,IRMANDADE SANTA CASA DE MISERICORDIA DE MANDURI,SANTA CASA DE MISERICORDIA DE MANDURI,,,E,,,E ,ESTADUAL,4,5,18780000,RUA RIO DE JANEIRO,1170,PQ DAS ABELHAS,(14)3561212,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",49885874000162.0,stacamanduri@winf.com.br,3000,1.0,0.0,0.0,1.0,1,1,1.0,SIM,0
2090961,3529302090961,35,352930,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MATAO,HOSPITAL CARLOS FERNANDO MALZONI MATAO,,,E,,,E ,ESTADUAL,4,5,15990060,RUA SINHARINHA FROTA,556,CENTRO,(16)3383-2500,-21.610036,-48.368725,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52314861000148.0,hcfm@hospital.process.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,167
2091267,3547502091267,35,354750,,IRMANDADE DA SANTA CASA DE MISER DE STA RITA DO PASSA QUATRO,SANTA CASA SANTA RITA DO PASSA QUATRO,,,M,,,M ,MUNICIPAL,4,5,13670013,RUA IGNACIO RIBEIRO,295,CENTRO,(19)35829555,-21.71102478,-47.48031378,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",56927809000118.0,secreadm@santacasasrpq.com.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,28
2091313,3550302091313,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE SAO PAULO,HOSPITAL REGIONAL SUL SAO PAULO,,,E,,,E ,ESTADUAL,4,5,4744000,RUA GENERAL ROBERTO ALVES DE CARVALHO FILHO,270,SANTO AMARO,(11) 5694-8259,-23.6555597,-46.70585962,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500011200.0,regionalsulrh@gmail.com,1023,1.0,1.0,1.0,1.0,1,1,,SIM,149
